article_id,title,source,bias_rating,text,generated_question,question_gen_model
1298,July Dem Debates: Night Two,USA TODAY,left,"Ten Democratic candidates took the stage Tuesday in Detroit to battle for primary voters' hearts and minds in the second debate of the 2020 presidential race. Ten more will be out there Wednesday, with the frontrunners trying to hold their places, while those trailing in the polls will do what they can to make a lasting impression and boost their campaigns.
The first night in Detroit largely pitted Democratic moderates like former Rep. John Delaney and Montana Gov. Steve Bullock against progressives like Sen. Bernie Sanders and Sen. Elizabeth...",How many Democratic candidates participated in the second debate of the 2020 presidential race in Detroit?,gpt-4o-mini
1299,Democratic Leaders Seek $500 Billion in Next Round of Coronavirus Relief Plan,CBS News (Online),left,"Washington — As lawmakers on Capitol Hill turn their focus to approving additional funding for small businesses weathering the coronavirus crisis, Democratic leaders said Wednesday they back more aid for struggling businesses but made further requests for an interim legislative package, including money for hospitals and state and local governments.
Treasury Secretary Steven Mnuchin on Tuesday requested Congress approve an additional $250 billion for the Paycheck Protection Program, a key pillar of the $2.2 trillion economic stimulus package signed into law last month. The loan program, administered by the Small...",What amount did Treasury Secretary Steven Mnuchin request Congress approve for the Paycheck Protection Program?,gpt-4o-mini
1300,Senate Moves Toward Passing Bill Aimed at Curbing Anti-AAPI Hate Crimes,ABC News (Online),left,"As the Senate prepares to take up her anti-Asian hate crime bill this week, Sen. Mazie Hirono, D-Hawaii, said Monday the bill represents a chance for lawmakers to ""take a stand"" against rising anti-Asian attacks.
""At a time when the Asian America Pacific Islander community feels under siege and vulnerable, this is a bill that enables the Senate at least, and I know followed by the House, to take a stand and say these kinds of unprovoked attacks targeting Asian Americans are totally unacceptable,"" Hirono told the hosts of ABC's...",What is the purpose of Sen. Mazie Hirono's anti-Asian hate crime bill?,gpt-4o-mini
1301,The Issue of Candidate Health,HuffPost,left,"Hillary Clinton canceled a trip she was scheduled to take to California on Monday for fundraising and other campaign events, an aide said, declining to provide further details about her schedule for the week.",Why did Hillary Clinton cancel her trip to California?,gpt-4o-mini
1302,Reid vs Romney,CNN (Online News),left,"Mitt Romney on Thursday pushed back against Senate Majority Leader Harry Reid's allegations that the presumptive GOP nominee has not been paying his taxes.
""It's time for Harry to put up or shut up,"" Romney said on Sean Hannity's radio show.",What did Mitt Romney say in response to Harry Reid's allegations about his taxes?,gpt-4o-mini
1303,Romney Releases Tax Details,NPR (Online News),left,"Two years of tax returns are now available for inspection for both GOP presidential candidate Mitt Romney and running mate Paul Ryan (although Romney's 2011 return is still preliminary), as well as a full 12 years for both President Obama and Vice President Joe Biden. Here's a side-by-side look at 2010 and 2011 returns for the candidates.","What tax returns are available for inspection for Mitt Romney, Paul Ryan, President Obama, and Vice President Joe Biden?",gpt-4o-mini
1304,McConnell Delays Healthcare Vote,CNN (Online News),left,")Senate Majority Leader Mitch McConnell bowed to political reality Tuesday afternoon: Postponing a planned vote this week on the Senate's health care bill, according to CNN.",What action did Senate Majority Leader Mitch McConnell take regarding the Senate's health care bill?,gpt-4o-mini
1305,Harris Breaks Tie to Begin Senate Talks On COVID-19 Stimulus,Associated Press Fact Check,left,"The Senate voted by the slimmest of margins Thursday to begin debating a $1.9 trillion COVID-19 relief bill, after Democrats made eleventh-hour changes aimed at ensuring they could pull President Joe Biden’s top legislative priority through the precariously divided chamber.
Democrats were hoping for Senate approval of the package before next week, in time for the House to sign off and get the measure to Biden quickly. They were encountering opposition from Republicans arguing that the measure’s massive price tag ignored promising signs that the pandemic and wounded economy were...",What was the Senate's vote margin to begin debating the $1.9 trillion COVID-19 relief bill?,gpt-4o-mini
1306,Will Biden Run in 2016?,CNN (Online News),left,"Vice President Joe Biden sounded like someone who wants to be President when he spoke to CNN's ""New Day"" on Friday.
He talked about America's potential and its role as a global leader, as well as his commitment to helping the middle class. He never mentioned the overwhelming early favorite for the 2016 Democratic nomination -- former Secretary of State Hillary Clinton.
What would the Democrats do without Clinton in 2016?
Clearly Biden, the longtime sen","What did Vice President Joe Biden discuss during his appearance on CNN's ""New Day""?",gpt-4o-mini
1307,Courting the Votes of Women,CNN (Online News),left,"Before Tuesday night's debate, polls showed Mitt Romney had gained ground with women voters.",What did polls indicate about Mitt Romney's support among women voters before Tuesday night's debate?,gpt-4o-mini
