Unnamed: 0,title,tags,heading,source,text,bias_rating
17345,Capitol Secure After Trump Supporters Breach Building; Pelosi Says Vote Count Will Proceed Wednesday Night,"['Elections', '2020 Election', 'Donald Trump', 'Violence In America', 'Voting Rights And Voter Fraud']","Pelosi says House will reconvene after riots, finish job",Reuters,"House Speaker Nancy Pelosi said on Wednesday that lawmakers would resume the count of electoral votes to confirm the November election result once the U.S. Capitol is cleared after pro-Trump rioters breached the building.
She said that decision was made after consultations with fellow congressional leaders and calls to the Pentagon, Justice Department and Vice President Mike Pence.",center
19507,California and New Jersey Primary Election Results,['Elections'],Six takeaways from 2018's Super Tuesday,The Hill,"Voters in seven states cast their ballots Tuesday in what amounts to the most significant primary election of the 2018 season, a Super Tuesday for partisans battling for control of Congress.",center
7535,Barr Testifies Before Congress Amid Reports Of Tensions With Mueller,"['Mueller Report', 'William Barr', 'US Senate', 'Politics']",Attorney General Barr defends clearing Trump on obstruction of justice,Reuters,"Attorney General William Barr on Wednesday defended his handling of special counsel Robert Mueller’s report at a tense Senate hearing, explaining in detail his contacts with Mueller, who had objected to his description of the report's findings on obstruction.
In sworn testimony before the Senate Judiciary Committee, Barr said he wanted to release the report’s bottom-line conclusions as quickly as possible because the public was in a “high state of agitation” over the results of Mueller’s investigation into Russian election interference and potential coordination between President Trump’s campaign and Moscow....",center
12645,"Amid Feud With DeSantis, Many Republicans Turn on Trump","['2022 Elections', 'Donald Trump', 'Ron DeSantis', 'Politics', 'Republican Party', 'Media Industry', 'Campaign Rhetoric', '2024 Election', '2022 Florida Gubernatorial Election']",Betting markets now give DeSantis the edge to win White House in 2024,The Hill,"Online betting markets now give Florida Gov. Ron DeSantis (R) the edge to win the White House in 2024, overtaking former President Trump in the wake of Tuesday’s midterm elections.
DeSantis’s odds in the 2024 presidential race jumped to 28 percent on Wednesday, while Trump’s dropped to 18.4 percent, according to Election Betting Odds, a tracking website run by conservative pundit John Stossel and his executive producer Maxim Lott that looked at the odds offered by multiple other forums.",center
18797,Russian Election Hacking,"['Presidential Elections', 'Elections']",Former Obama intelligence official: Russian hack ‘the political equivalent of 9/11’,The Hill,"Former President Barack Obama's top intelligence official at the Pentagon said Saturday that the Russian interference in the 2016 elections was ""the political equivalent of 9/11.""",center
11399,"Eric Greitens 'RINO Hunting' Ad: Call for Violence, or Harmless Metaphor?","['Elections', '2022 Elections', 'Eric Greitens', 'Politics', 'Extremism', 'Polarization', 'Censorship', 'Free Speech', 'Violence In America']",‘RINO hunting’: Are extremists costing Republicans elections?,NewsNation,"A SWAT team barges into a home. Music intensifies as weapons are drawn. A man carrying a gun emerges from the light to look directly into the camera and says, “Join the MAGA crew. Get a RINO hunting permit. There’s no bagging limit, no tagging limit and it doesn’t expire until we save our country.”
It’s a scene from a campaign video for the frontrunner for U.S. Senate in Missouri, Republican candidate Eric Greitens.
The disgraced ex-governor left office in a scandal and now he’s likely to win a Senate...",center
17442,"White House Legal Team Decries Alleged Election Fraud, Projects Trump as Winner","['Elections', '2020 Election', 'Voting Rights And Voter Fraud', 'Joe Biden', 'Donald Trump', 'Rudy Giuliani']",Trump campaign legal fight keyed to court of public opinion,The Hill,"The Trump campaign’s effort to change the outcome of the presidential election increasingly is moving from a legal setting to the court of public opinion, where the campaign continues to sow doubt about the contest's integrity and hopes to win over public officials with a role in certifying the results.
The shift in focus coincides with the appointment of Rudy Giuliani to head the campaign’s legal effort. The former New York mayor's strategy reportedly entails a longshot bid to pressure Republican lawmakers in key battleground states to approve pro-Trump electors...",center
215,Trump Nominates Amy Coney Barrett to Supreme Court,"['Supreme Court', 'Donald Trump', 'Election 2020', 'Elections']","Trump taps Amy Coney Barrett for Supreme Court, setting up confirmation sprint",The Hill,"President Trump on Saturday officially nominated Judge Amy Coney Barrett to fill the late Justice Ruth Bader Ginsburg’s seat on the Supreme Court, revealing his choice at a Rose Garden ceremony and kicking off a sprint to get the conservative judge confirmed before Election Day.
It was widely reported on Friday night that Barrett was Trump's choice for the vacancy, taking some of the drama out of the president's formal announcement. Now the focus shifts to a looming confirmation fight that is expected to conclude with Barrett becoming the youngest...",center
4146,Andrew Yang Joins CNN as Contributor,"['Elections', '2020 Election', 'CNN', 'Media Bias', 'Democratic Party', 'Andrew Yang']",Former Democratic presidential hopeful Yang joins CNN as commentator,Reuters,"(Reuters) - Former Democratic presidential contender Andrew Yang is joining CNN as a political commentator, the cable network said on Wednesday.
Yang, an entrepreneur who mounted a surprisingly robust White House bid despite having no political experience, ended his campaign last week on the night of the New Hampshire primary election after finishing a disappointing eighth.
Yang will appear on the network on Wednesday to offer analysis of that evening’s Democratic debate, a spokeswoman for CNN confirmed. Six of the eight remaining Democratic candidates have qualified for the debate, which...",center
6804,How Would Overturning Roe v Wade Impact the 2022 Elections?,"['2022 Elections', 'Abortion', 'Supreme Court', 'Politics', 'Roe V Wade', 'Elections', 'Democratic Party', 'Republican Party']",What Would Striking Down Roe v. Wade Mean For The Midterms?,FiveThirtyEight,"Welcome to FiveThirtyEight’s politics chat. The transcript below has been lightly edited.
sarah (Sarah Frostenson, politics editor): It’s possible that Roe v. Wade, the landmark 1973 decision that established the constitutional right to abortion, is about to be overturned.
Late on Monday, Politico published a draft Supreme Court opinion that indicates a majority of the court’s conservative justices are ready to overturn Roe. There’s still a lot we don’t know at this point, including whether this opinion has changed — the draft Politico obtained is dated Feb. 10, and Supreme Court opinions often involve...",center
2911,Supreme Court Reviews Campaign Finance,"['Campaign Finance', 'Elections']",Supreme Court appears divided in campaign finance case arguments,Chicago Tribune,"The Supreme Court heard arguments Tuesday on whether to give wealthy Americans even more clout in Congress by lifting the legal limit on how much they can give to candidates and their parties, with the outcome seeming likely to depend on Chief Justice John G. Roberts Jr.",center
6502,House Democrats Concerned USPS Changes Will Affect Mail-In Voting,"['US House', 'USPS', 'Postal Service', 'US Postal Service', 'Mail-In Voting', 'Politics']",House Oversight chair introduces bill to freeze Postal Service changes amid coronavirus pandemic,The Hill,"House Oversight and Reform Committee Chairwoman Carolyn Maloney (D-N.Y.) on Wednesday introduced legislation that would block the U.S. Postal Service (USPS) from implementing a series of changes amid the coronavirus pandemic.
The Delivering for America Act would prevent USPS from instituting shifts to its operations or to the level of service that was in place at the beginning of 2020.
The bill comes as Maloney and other Democrats increasingly speak out against the decisions made at USPS during a year in which the presidential election will rely more heavily...",center
